종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
310080,4,KBSTAR 중국MSCI China(H),8605,5,-105,-1.21,8616.0,5.768,600,5,125,해외 주식,KBSTAR,False,False,True
453060,6,HANARO KOFR금리액티브(합성),101415,2,15,0.01,101406.0,0.9306,626,63,122,채권,HANARO,False,False,False
447660,7,ARIRANG Apple채권혼합Fn,10990,5,-20,-0.18,10992.0,3.1865,3604,39,121,기타,ARIRANG,False,False,False
390400,4,KODEX 미국스마트모빌리티S&P,7110,2,5,0.07,7175.0,29.6059,11058,78,121,해외 주식,KODEX,False,False,False
422260,2,VITA MZ소비액티브,8055,5,-40,-0.49,8116.0,1.8238,16,0,121,국내 업종/테마,VITA,False,False,False
368680,2,KODEX Fn K-뉴딜디지털플러스,9985,5,-160,-1.58,9988.0,8.4446,1170,11,120,국내 업종/테마,KODEX,False,False,False
458750,4,TIGER 미국배당+3%프리미엄다우존스,10310,5,-10,-0.1,10326.0,,8927,92,119,해외 주식,TIGER,False,False,False
185680,4,KODEX 미국S&P바이오(합성),23230,5,-95,-0.41,23281.0,2.2802,1853,42,118,해외 주식,KODEX,False,False,False
435040,4,ACE 글로벌브랜드TOP10블룸버그,12365,5,-65,-0.52,12425.0,7.1736,455,5,117,해외 주식,ACE,False,False,False
251600,7,ARIRANG 고배당주채권혼합,10675,5,-10,-0.09,10696.0,-0.373,1929,20,117,기타,ARIRANG,False,False,False
140950,1,파워 코스피100,26595,5,-220,-0.82,26658.0,7.2385,12,0,117,국내 시장지수,파워,False,False,False
292160,1,TIGER KRX300,16715,5,-95,-0.57,16704.0,9.5685,5,0,117,국내 시장지수,TIGER,False,False,False
442090,2,에셋플러스 코리아대장장이액티브,12995,5,-110,-0.84,12986.0,23.632,1708,22,117,국내 업종/테마,에셋플러스,False,False,False
252000,1,TIGER 200동일가중,11060,2,30,0.27,11091.0,2.6046,11,0,116,국내 시장지수,TIGER,False,False,False
441330,4,KOSEF 차이나A50커넥트MSCI,8860,2,70,0.8,8847.0,-6.4894,18006,159,115,해외 주식,KOSEF,False,False,False
399580,4,KBSTAR 글로벌클린에너지S&P,8850,5,-45,-0.51,8794.0,-6.4177,2402,21,115,해외 주식,KBSTAR,False,False,False
266410,2,KODEX 필수소비재,6385,2,90,1.43,6393.0,-11.4005,8177,52,115,국내 업종/테마,KODEX,False,False,False
459560,4,KODEX 테슬라밸류체인FactSet,10910,5,-75,-0.68,11055.0,,1358,14,115,해외 주식,KODEX,False,False,False
461580,1,TIGER 코스닥글로벌,11380,5,-45,-0.39,11415.0,,61,0,114,국내 시장지수,TIGER,False,False,False
433220,4,에셋플러스 글로벌대장장이액티브,12045,5,-45,-0.37,12110.0,14.8693,25,0,113,해외 주식,에셋플러스,False,False,False
280320,4,ACE 미국IT인터넷S&P(합성 H),14080,5,-15,-0.11,14067.0,20.9871,190,2,113,해외 주식,ACE,False,False,True
239660,6,ARIRANG 우량회사채50 1년,112250,5,-10,-0.01,112250.0,0.5193,554,62,112,채권,ARIRANG,False,False,False
453630,4,KODEX 미국S&P500필수소비재,10200,2,35,0.34,10362.0,-6.4944,160,1,112,해외 주식,KODEX,False,False,False
229720,1,KODEX KTOP30,18670,5,-125,-0.67,18668.0,8.391,28,0,112,국내 시장지수,KODEX,False,False,False
429760,4,ARIRANG 미국S&P500,11120,5,-25,-0.22,11146.0,7.215,444,4,111,해외 주식,ARIRANG,False,False,False
138910,5,KODEX 구리선물(H),6945,5,-150,-2.11,6959.0,1.6475,11906,82,111,원자재,KODEX,False,False,True
292050,1,KBSTAR KRX300,17080,5,-60,-0.35,17055.0,9.2067,154,2,111,국내 시장지수,KBSTAR,False,False,False
453650,4,KODEX 미국S&P500금융,11100,5,-55,-0.49,11306.0,3.6517,1385,15,111,해외 주식,KODEX,False,False,False
230480,7,KOSEF 미국달러선물인버스2X,6160,5,-50,-0.81,6160.0,7.7189,4187,25,111,기타,KOSEF,True,False,False
168300,1,KTOP 코스피50,24635,5,-210,-0.85,24675.0,8.9454,44,1,111,국내 시장지수,KTOP,False,False,False
091220,2,TIGER 은행,6485,5,-30,-0.46,6491.0,6.961,4965,32,108,국내 업종/테마,TIGER,False,False,False
449680,7,TIGER 한중전기차(합성),11275,2,70,0.62,11348.0,0.1788,2,0,107,기타,TIGER,False,False,False
448100,6,WOORI 200,35320,5,-250,-0.7,35416.0,8.0006,69,2,106,채권,WOORI,False,False,False
430500,7,KOSEF 물가채KIS,105940,5,-210,-0.2,105842.0,0.5493,24,2,106,기타,KOSEF,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,8755,5,-25,-0.28,8766.0,7.3874,1336,11,105,국내 업종/테마,HANARO,False,False,False
373790,4,KOSEF 미국방어배당성장나스닥,13080,2,5,0.04,13081.0,-4.5621,564,7,105,해외 주식,KOSEF,False,False,False
453640,4,KODEX 미국S&P500헬스케어,10435,2,20,0.19,10512.0,-2.8361,68,0,104,해외 주식,KODEX,False,False,False
104520,2,KOSEF 블루칩,7915,5,-20,-0.25,7915.0,-0.4392,13,0,103,국내 업종/테마,KOSEF,False,False,False
403790,1,마이다스 KoreaStock액티브,19585,5,-100,-0.51,19667.0,5.748,14,0,103,국내 시장지수,마이다스,False,False,False
449540,6,SOL 24-06 국고채액티브,102425,5,-20,-0.02,102487.0,0.683,30,3,102,채권,SOL,False,False,False
451670,6,KBSTAR 국채30년레버리지KAP(합성),17795,5,-155,-0.86,17795.0,-9.4121,1849,32,102,채권,KBSTAR,False,True,False
433500,2,ACE 원자력테마딥서치,12700,2,350,2.83,12729.0,11.6636,52921,668,102,국내 업종/테마,ACE,False,False,False
156080,1,KODEX MSCI Korea,16920,5,-40,-0.24,16899.0,8.3359,12,0,102,국내 시장지수,KODEX,False,False,False
395760,2,ARIRANG ESG성장주액티브,8455,5,-35,-0.41,8482.0,8.4984,130,1,101,국내 업종/테마,ARIRANG,False,False,False
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9595,5,-5,-0.05,9580.0,-4.762,782,7,101,기타,KBSTAR,False,False,False
418670,4,TIGER 글로벌사이버보안INDXX,10070,2,155,1.56,10144.0,11.4044,3521,35,101,해외 주식,TIGER,False,False,False
152500,3,ACE 레버리지,7185,5,-85,-1.17,7196.0,15.3053,27855,199,101,국내 파생,ACE,False,True,False
292500,1,SOL KRX300,16705,5,-105,-0.62,16757.0,9.1062,3,0,100,국내 시장지수,SOL,False,False,False
449690,4,TIGER 한중반도체(합성),11765,3,0,0.0,11848.0,3.2017,0,0,100,해외 주식,TIGER,False,False,False
463680,4,KODEX 미국S&P500테크놀로지,10000,2,40,0.4,10121.0,,1758,17,100,해외 주식,KODEX,False,False,False
463690,4,KODEX 미국S&P500통신서비스,9985,2,25,0.25,10064.0,,20,0,100,해외 주식,KODEX,False,False,False
453660,4,KODEX 미국S&P500경기소비재,11735,5,-220,-1.84,12019.0,12.4541,173,2,100,해외 주식,KODEX,False,False,False
292750,1,ARIRANG KRX300,16585,5,-45,-0.27,16584.0,8.6218,123,2,100,국내 시장지수,ARIRANG,False,False,False
100910,1,KOSEF KRX100,5525,5,-30,-0.54,5523.0,7.7594,23,0,99,국내 시장지수,KOSEF,False,False,False
225030,4,TIGER 미국S&P500선물인버스(H),3550,2,15,0.42,3547.0,-9.2427,5823,20,99,해외 주식,TIGER,True,False,True
426030,4,TIMEFOLIO 미국나스닥100액티브,13415,2,15,0.11,13436.0,23.2183,929,12,99,해외 주식,TIMEFOLIO,False,False,False
225130,4,ACE 골드선물 레버리지(합성 H),16525,5,-85,-0.51,16513.0,-6.2906,949,15,99,해외 주식,ACE,False,True,True
457700,6,KODEX 53-09 국고채액티브,9885,5,-65,-0.65,9831.0,,3580,35,99,채권,KODEX,False,False,False
457690,6,KODEX 33-06 국고채액티브,9865,5,-55,-0.55,9856.0,,67,0,99,채권,KODEX,False,False,False
139270,2,TIGER 200 금융,6165,5,-45,-0.72,6182.0,4.9695,2815,17,99,국내 업종/테마,TIGER,False,False,False
253150,3,ARIRANG 200선물레버리지,32855,5,-455,-1.37,32933.0,15.5594,206,6,99,국내 파생,ARIRANG,False,True,False
463640,4,KODEX 미국S&P500유틸리티,9810,5,-125,-1.26,9962.0,,523,5,98,해외 주식,KODEX,False,False,False
455960,6,KBSTAR 미국달러SOFR금리액티브(합성),9800,3,0,0.0,9848.0,,0,0,98,채권,KBSTAR,False,False,False
433970,7,KODEX TDF2030액티브,10855,5,-40,-0.37,10877.0,0.9263,839,9,98,기타,KODEX,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),9720,5,-280,-2.8,9785.0,2.3017,675,6,97,해외 주식,TIGER,False,True,True
395150,2,KODEX Fn웹툰&드라마,4360,5,-25,-0.57,4359.0,-11.2349,13094,57,96,국내 업종/테마,KODEX,False,False,False
449580,7,KBSTAR 미국빅데이터Top3채권혼합iSelect,11890,5,-65,-0.54,12020.0,8.5338,54,0,95,기타,KBSTAR,False,False,False
449780,4,KOSEF 미국S&P500(H),11745,5,-75,-0.63,11768.0,10.6223,15,0,94,해외 주식,KOSEF,False,False,True
417450,4,KBSTAR 글로벌수소경제Indxx,8935,5,-55,-0.61,8924.0,2.3917,13930,123,94,해외 주식,KBSTAR,False,False,False
402520,1,FOCUS 혁신기업액티브,8520,5,-95,-1.1,8556.0,7.4859,2,0,94,국내 시장지수,FOCUS,False,False,False
139660,7,KOSEF 미국달러선물인버스,9180,5,-50,-0.54,9196.0,4.2348,191,1,94,기타,KOSEF,True,False,False
429010,4,TIGER 미국나스닥넥스트100,10940,5,-70,-0.64,11070.0,3.8189,4,0,93,해외 주식,TIGER,False,False,False
145850,2,TREX 펀더멘탈 200,37125,5,-360,-0.96,37282.0,7.3023,2,0,93,국내 업종/테마,TREX,False,False,False
253160,3,ARIRANG 200선물인버스2X,4845,2,55,1.15,4843.0,-13.9264,1762,8,92,국내 파생,ARIRANG,True,False,False
244620,2,KODEX 모멘텀Plus,13025,2,5,0.04,13020.0,18.5792,10,0,91,국내 업종/테마,KODEX,False,False,False
400580,4,SOL 유럽탄소배출권선물S&P(H),13020,5,-275,-2.07,13041.0,0.3396,14231,185,91,해외 주식,SOL,False,False,True
426020,4,TIMEFOLIO 미국S&P500액티브,12600,2,35,0.28,12644.0,17.2655,1315,16,91,해외 주식,TIMEFOLIO,False,False,False
227570,2,TIGER 우량가치,10680,3,0,0.0,10711.0,-1.2026,11,0,90,국내 업종/테마,TIGER,False,False,False
455660,6,ACE 미국하이일드액티브(H),9920,5,-35,-0.35,9895.0,1.3231,440,4,89,채권,ACE,False,False,True
307010,3,KBSTAR KRX300레버리지,14840,5,-170,-1.13,14780.0,18.1424,3,0,89,국내 파생,KBSTAR,False,True,False
108590,1,TREX 200,35525,5,-195,-0.55,35541.0,7.5029,8,0,89,국내 시장지수,TREX,False,False,False
360150,2,KODEX 코스닥150롱코스피200숏선물,11090,5,-5,-0.05,11056.0,11.5075,4,0,89,국내 업종/테마,KODEX,False,False,False
440650,6,ACE 미국달러단기채권액티브,9855,2,50,0.51,9842.0,-3.1605,751,7,89,채권,ACE,False,False,False
428560,4,KODEX 미국ETF산업Top10 Indxx,11780,5,-20,-0.17,11844.0,6.2967,1061,12,88,해외 주식,KODEX,False,False,False
424460,4,HANARO 글로벌워터MSCI(합성),11030,2,20,0.18,11018.0,4.1627,23,0,88,해외 주식,HANARO,False,False,False
438740,2,마이다스 KoreaStock중소형액티브,23200,2,30,0.13,23247.0,12.503,24,0,87,국내 업종/테마,마이다스,False,False,False
429980,7,SOL 한국형글로벌전기차&2차전지액티브,11730,2,40,0.34,11741.0,18.4997,211,2,87,기타,SOL,False,False,False
267490,6,KBSTAR 미국장기국채선물레버리지(합성 H),6895,5,-140,-1.99,6889.0,-9.5177,7368,50,86,채권,KBSTAR,False,True,True
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),7830,5,-45,-0.57,7841.0,11.9402,817,6,86,해외 주식,TIGER,False,True,True
459370,4,SOL 유럽탄소배출권선물인버스ICE(H),10705,2,260,2.49,10674.0,,19515,208,86,해외 주식,SOL,True,False,True
316300,7,ACE 싱가포르리츠,12205,5,-30,-0.25,12292.0,-6.2093,2397,29,85,기타,ACE,False,False,False
452440,2,VITA 밸류알파액티브,11390,2,40,0.35,11453.0,9.9273,6,0,85,국내 업종/테마,VITA,False,False,False
444200,2,SOL KEDI메가테크액티브,13140,5,-130,-0.98,13140.0,9.1731,1130,14,85,국내 업종/테마,SOL,False,False,False
270800,2,KBSTAR KQ고배당,13125,2,35,0.27,13098.0,3.8065,3,0,85,국내 업종/테마,KBSTAR,False,False,False
131890,2,ACE 삼성그룹동일가중,16970,5,-35,-0.21,17014.0,7.8313,18,0,85,국내 업종/테마,ACE,False,False,False
153270,1,KOSEF 코스피100,26400,5,-125,-0.47,26414.0,7.5846,15,0,84,국내 시장지수,KOSEF,False,False,False
461600,6,SOL 미국30년국채액티브(H),9935,5,-125,-1.24,9944.0,,132018,1311,84,채권,SOL,False,False,True
404650,2,SOL KRX기후변화솔루션,14060,5,-60,-0.42,14053.0,15.3594,1619,22,84,국내 업종/테마,SOL,False,False,False
403990,2,KBSTAR KRX기후변화솔루션,13980,5,-50,-0.36,13934.0,14.9058,65,0,84,국내 업종/테마,KBSTAR,False,False,False
457990,2,ARIRANG 태양광&ESS Fn,10435,2,395,3.93,10490.0,,8570,88,83,국내 업종/테마,ARIRANG,False,False,False
289670,6,ARIRANG 국채선물10년,50830,5,-275,-0.54,50811.0,-2.3036,2,0,83,채권,ARIRANG,False,False,False
438100,7,ACE 미국나스닥100채권혼합액티브,10410,2,35,0.34,10417.0,2.2671,2313,24,83,기타,ACE,False,False,False
435550,7,히어로즈 TDF2050액티브,11055,2,35,0.32,11058.0,2.1316,182,2,83,기타,히어로즈,False,False,False
269370,4,TIGER S&P글로벌인프라(합성),11815,5,-100,-0.84,11864.0,-4.9917,272,3,83,해외 주식,TIGER,False,False,False
253250,3,KOSEF 200선물레버리지,16215,5,-200,-1.22,16225.0,15.3954,6546,106,83,국내 파생,KOSEF,False,True,False
460270,6,히어로즈 미국달러SOFR금리액티브(합성),10200,2,50,0.49,10196.0,,10,0,83,채권,히어로즈,False,False,False
253230,3,KOSEF 200선물인버스2X,2390,2,25,1.06,2399.0,-14.1561,68059,163,82,국내 파생,KOSEF,True,False,False
460660,4,KBSTAR 미국S&P배당킹,10280,5,-25,-0.24,10369.0,,101066,1040,82,해외 주식,KBSTAR,False,False,False
346000,6,HANARO KAP초장기국고채,36615,5,-300,-0.81,36612.0,-3.1484,281,10,82,채권,HANARO,False,False,False
305050,1,ACE 코스피,27175,5,-70,-0.26,27184.0,6.5089,18,0,82,국내 시장지수,ACE,False,False,False
143460,2,ACE 밸류대형,9055,5,-65,-0.71,9069.0,7.6741,3398,30,81,국내 업종/테마,ACE,False,False,False
371130,4,ACE 베트남VN30선물블룸버그레버리지(H),11585,5,-380,-3.18,11663.0,38.4037,2187,25,81,해외 주식,ACE,False,True,True
450180,7,KODEX 한중전기차(합성),11580,2,160,1.4,11594.0,-0.1312,12,0,81,기타,KODEX,False,False,False
319870,7,KBSTAR KRX300미국달러선물혼합,16185,2,35,0.22,16136.0,4.9041,2,0,81,기타,KBSTAR,False,False,False
438080,7,ACE 미국S&P500채권혼합액티브,10100,2,30,0.3,10117.0,0.0,1552,15,81,기타,ACE,False,False,False
434730,2,HANARO 원자력iSelect,12430,2,515,4.32,12449.0,13.9101,51994,641,81,국내 업종/테마,HANARO,False,False,False
460960,7,ACE 글로벌인컴TOP10 SOLACTIVE,10085,3,0,0.0,10089.0,,3160,31,81,기타,ACE,False,False,False
331910,2,KOSEF Fn중소형,21225,2,200,0.95,21228.0,3.2662,13,0,81,국내 업종/테마,KOSEF,False,False,False
291630,3,KOSEF 코스닥150선물레버리지,6800,5,-130,-1.88,6810.0,39.017,5475,37,80,국내 파생,KOSEF,False,True,False
137930,3,마이다스 200커버드콜5%OTM,13355,5,-50,-0.37,13407.0,7.3258,12,0,80,국내 파생,마이다스,False,False,False
404120,2,TIMEFOLIO 탄소중립액티브,16025,2,100,0.63,16013.0,31.4486,4082,65,80,국내 업종/테마,TIMEFOLIO,False,False,False
267440,6,KBSTAR 미국장기국채선물(H),8900,5,-75,-0.84,8888.0,-4.6734,2607,23,80,채권,KBSTAR,False,False,True
462340,4,에셋플러스 글로벌다이나믹시니어액티브,9950,5,-35,-0.35,9982.0,,74,0,80,해외 주식,에셋플러스,False,False,False
228820,1,TIGER KTOP30,9360,5,-90,-0.95,9367.0,8.297,119,1,80,국내 시장지수,TIGER,False,False,False
451150,4,에셋플러스 글로벌영에이지액티브,11595,5,-45,-0.39,11620.0,1.0416,35,0,79,해외 주식,에셋플러스,False,False,False
272230,2,ACE 스마트밸류,13120,5,-115,-0.87,13160.0,7.0792,12,0,79,국내 업종/테마,ACE,False,False,False
183710,7,KBSTAR 주식혼합,39235,5,-165,-0.42,39219.0,5.2772,2,0,78,기타,KBSTAR,False,False,False
457930,2,BNK 미래전략기술액티브,10460,5,-70,-0.66,10479.0,,1401,14,78,국내 업종/테마,BNK,False,False,False
275280,2,KODEX MSCI모멘텀,13035,5,-100,-0.76,13070.0,20.2288,1326,17,78,국내 업종/테마,KODEX,False,False,False
460280,2,KOSEF Fn유전자혁신기술,10375,3,0,0.0,10374.0,,2325,23,78,국내 업종/테마,KOSEF,False,False,False
322120,2,ACE 스마트퀄리티,15545,5,-55,-0.35,15562.0,6.9592,142,2,78,국내 업종/테마,ACE,False,False,False
461910,4,ARIRANG 미국테크10레버리지iSelect(합성),10360,5,-125,-1.19,10450.0,,228073,2348,78,해외 주식,ARIRANG,False,True,False
459750,4,KBSTAR 글로벌주식분산액티브,10350,2,40,0.39,10344.0,,5890,60,78,해외 주식,KBSTAR,False,False,False
456100,6,HANARO 유로존국채25년플러스(합성 H),48270,5,-915,-1.86,48379.0,,18,0,77,채권,HANARO,False,False,True
432840,4,HANARO 미국S&P500,11030,2,10,0.09,11142.0,6.2988,117,1,77,해외 주식,HANARO,False,False,False
435540,7,히어로즈 TDF2040액티브,10990,3,0,0.0,10991.0,2.1375,34,0,77,기타,히어로즈,False,False,False
404470,2,HANARO KRX기후변화솔루션,13955,5,-40,-0.29,13968.0,14.3382,43,0,77,국내 업종/테마,HANARO,False,False,False
139320,5,TIGER 금은선물(H),9585,5,-125,-1.29,9587.0,-2.9486,385,3,77,원자재,TIGER,False,False,True
415760,4,SOL 차이나육성산업액티브(합성),6970,2,40,0.58,7054.0,-14.4445,275,1,77,해외 주식,SOL,False,False,False
461900,4,ARIRANG 미국테크10iSelect,10215,2,70,0.69,10236.0,,773,7,77,해외 주식,ARIRANG,False,False,False
337120,2,KODEX Fn멀티팩터,12710,5,-95,-0.74,12743.0,7.3344,2,0,76,국내 업종/테마,KODEX,False,False,False
454320,2,HANARO CAPEX설비투자iSelect,12650,2,450,3.69,12678.0,18.5041,118841,1486,76,국내 업종/테마,HANARO,False,False,False
459790,4,히어로즈 미국성장기업30액티브,10110,5,-100,-0.98,10314.0,,6,0,76,해외 주식,히어로즈,False,False,False
364690,1,KODEX 혁신기술테마액티브,12605,5,-25,-0.2,12621.0,8.412,21,0,76,국내 시장지수,KODEX,False,False,False
138920,5,KODEX 콩선물(H),15090,2,145,0.97,15083.0,7.6729,198,2,75,원자재,KODEX,False,False,True
289250,2,TIGER MSCI KOREA ESG유니버설,10440,5,-70,-0.67,10445.0,8.7766,2,0,75,국내 업종/테마,TIGER,False,False,False
413220,4,SOL 차이나태양광CSI(합성),6260,5,-10,-0.16,6296.0,-16.4,147,0,75,해외 주식,SOL,False,False,False
435530,7,히어로즈 TDF2030액티브,10685,2,5,0.05,10686.0,0.8974,136,1,75,기타,히어로즈,False,False,False
464060,4,HANARO 글로벌반도체TOP10 SOLACTIVE,9955,2,5,0.05,10109.0,,3774,37,75,해외 주식,HANARO,False,False,False
432600,6,KBSTAR 국채선물3년,51655,2,45,0.09,51583.0,-0.5397,1,0,74,채권,KBSTAR,False,False,False
304670,6,KODEX 미국채울트라30년선물인버스(H),10590,2,145,1.39,10595.0,5.5583,469,4,74,채권,KODEX,True,False,True
322130,2,ACE 스마트로우볼,14770,5,-115,-0.77,14790.0,5.9053,26,0,74,국내 업종/테마,ACE,False,False,False
402460,2,HANARO Fn K-메타버스MZ,7765,5,-30,-0.38,7778.0,2.7009,443,3,74,국내 업종/테마,HANARO,False,False,False
261110,7,TIGER 미국달러선물레버리지,12260,2,125,1.03,12290.0,-7.7888,1340,16,74,기타,TIGER,False,True,False
352540,7,KODEX TSE일본리츠(H),12225,2,15,0.12,12269.0,0.6595,621,7,73,기타,KODEX,False,False,True
456200,6,ARIRANG 미국달러SOFR금리액티브(합성),48825,2,505,1.05,48772.0,,4,0,73,채권,ARIRANG,False,False,False
277650,2,TIGER 코스피중형주,14585,2,105,0.73,14592.0,4.7756,22,0,73,국내 업종/테마,TIGER,False,False,False
272220,2,ACE 스마트모멘텀,14525,5,-105,-0.72,14539.0,7.5339,22,0,73,국내 업종/테마,ACE,False,False,False
290080,3,KBSTAR 200고배당커버드콜ATM,6895,5,-15,-0.22,6918.0,-5.2647,6285,43,72,국내 파생,KBSTAR,False,False,False
234310,2,KBSTAR V&S셀렉트밸류,14395,5,-85,-0.59,14409.0,5.9641,53,0,72,국내 업종/테마,KBSTAR,False,False,False
333950,2,ARIRANG KS로우사이즈가중TR,15995,2,35,0.22,16037.0,5.8355,105,1,72,국내 업종/테마,ARIRANG,False,False,False
379790,4,KBSTAR 유로스탁스50(H),11985,5,-105,-0.87,12030.0,2.7187,409,4,72,해외 주식,KBSTAR,False,False,True
450190,4,KODEX 한중반도체(합성),11985,2,115,0.97,11991.0,2.9934,618,7,72,해외 주식,KODEX,False,False,False
237440,7,TIGER 경기방어채권혼합,8775,2,15,0.17,8777.0,-1.4624,3,0,70,기타,TIGER,False,False,False
371150,4,KBSTAR 차이나항셍테크,6340,2,20,0.32,6354.0,11.4638,1807,11,70,해외 주식,KBSTAR,False,False,False
433250,1,UNICORN R&D 액티브,11530,5,-100,-0.86,11547.0,7.5855,14,0,69,국내 시장지수,UNICORN,False,False,False
307510,2,TIGER 의료기기,17250,5,-45,-0.26,17255.0,16.5038,1221,21,69,국내 업종/테마,TIGER,False,False,False
437370,4,KBSTAR 글로벌농업경제MV,9855,2,70,0.72,9860.0,-2.0521,507,4,69,해외 주식,KBSTAR,False,False,False
227830,1,ARIRANG 코스피,27485,5,-65,-0.24,27537.0,6.309,138,3,69,국내 시장지수,ARIRANG,False,False,False
411860,4,KOSEF 독일DAX,10485,5,-80,-0.76,10526.0,-1.271,120,1,68,해외 주식,KOSEF,False,False,False
269530,4,ARIRANG S&P글로벌인프라,13600,5,-110,-0.8,13615.0,-4.7586,53,0,68,해외 주식,ARIRANG,False,False,False
454180,4,KOSEF 차이나내수소비TOP CSI,8990,2,85,0.95,9075.0,-6.2632,12694,114,67,해외 주식,KOSEF,False,False,False
219900,4,ACE 중국본토CSI300레버리지(합성),3050,5,-30,-0.97,3129.0,-17.8667,7409,22,67,해외 주식,ACE,False,True,False
322150,2,ACE 스마트하이베타,13390,5,-140,-1.03,13413.0,9.9553,12,0,67,국내 업종/테마,ACE,False,False,False
333960,2,ARIRANG KS모멘텀가중TR,14595,2,5,0.03,14629.0,10.4884,105,1,66,국내 업종/테마,ARIRANG,False,False,False
367740,2,HANARO Fn5G산업,11930,5,-155,-1.28,11959.0,12.033,62,0,66,국내 업종/테마,HANARO,False,False,False
176950,6,KODEX 국채선물10년인버스,54670,3,0,0.0,54985.0,3.6299,0,0,66,채권,KODEX,True,False,False
304760,1,HANARO KRX300,16350,5,-35,-0.21,16343.0,8.5674,16,0,65,국내 시장지수,HANARO,False,False,False
450120,2,KOSEF SK그룹대표주,11880,5,-70,-0.59,11879.0,16.3583,1379,16,65,국내 업종/테마,KOSEF,False,False,False
275290,2,KODEX MSCI밸류,10830,5,-85,-0.78,10896.0,2.2961,2,0,65,국내 업종/테마,KODEX,False,False,False
192720,2,파워 고배당저변동성,27035,5,-60,-0.22,27117.0,-2.0427,26,0,65,국내 업종/테마,파워,False,False,False
189400,4,ARIRANG 글로벌MSCI(합성 H),16600,5,-185,-1.1,16626.0,8.3602,595,9,65,해외 주식,ARIRANG,False,False,True
438900,2,HANARO Fn K-푸드,8630,5,-40,-0.46,8675.0,-10.6186,3868,33,65,국내 업종/테마,HANARO,False,False,False
410870,2,TIMEFOLIO K컬처액티브,9190,2,40,0.44,9216.0,18.5233,3095,28,64,국내 업종/테마,TIMEFOLIO,False,False,False
445930,4,KOSEF 차이나A50커넥트레버리지MSCI(합성H),9880,3,0,0.0,9950.0,-3.5628,0,0,64,해외 주식,KOSEF,False,True,True
292770,6,KODEX 국채선물3년인버스,53495,3,0,0.0,53552.0,2.0215,0,0,64,채권,KODEX,True,False,False
159800,1,마이티 코스피100,26515,5,-265,-0.99,26584.0,7.2486,3,0,64,국내 시장지수,마이티,False,False,False
380340,2,ACE Fn5G플러스,9070,5,-135,-1.47,9068.0,31.6881,243,2,63,국내 업종/테마,ACE,False,False,False
373490,2,KODEX K-이노베이션액티브,11490,5,-100,-0.86,11513.0,13.8506,464,5,63,국내 업종/테마,KODEX,False,False,False
117690,4,TIGER 차이나항셍25,14030,2,70,0.5,14101.0,-1.0281,729,10,63,해외 주식,TIGER,False,False,False
413930,2,WOORI AI ESG액티브,8995,2,15,0.17,8978.0,7.5449,85,0,63,국내 업종/테마,WOORI,False,False,False
166400,3,TIGER 200커버드콜5%OTM,12545,5,-65,-0.52,12582.0,7.1185,1294,16,63,국내 파생,TIGER,False,False,False
253280,2,KBSTAR 헬스케어,11340,5,-40,-0.35,11359.0,1.88,3869,43,62,국내 업종/테마,KBSTAR,False,False,False
279540,2,KODEX 최소변동성,10390,5,-70,-0.67,10432.0,1.6027,2,0,62,국내 업종/테마,KODEX,False,False,False
461340,4,HANARO 글로벌생성형AI액티브,10340,5,-5,-0.05,10364.0,,8665,89,62,해외 주식,HANARO,False,False,False
416090,4,ACE 중국과창판STAR50,6890,2,50,0.73,6978.0,-16.7884,91,0,62,해외 주식,ACE,False,False,False
448510,4,HANARO 글로벌신재생에너지MSCI(합성),8850,5,-60,-0.67,8860.0,-6.6527,11,0,62,해외 주식,HANARO,False,False,False
140570,2,KBSTAR 수출주,12325,5,-20,-0.16,12306.0,14.5176,6557,80,62,국내 업종/테마,KBSTAR,False,False,False
226980,1,KODEX 200 중소형,12315,2,40,0.33,12430.0,4.557,114,1,62,국내 시장지수,KODEX,False,False,False
445950,4,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9400,3,0,0.0,9494.0,0.0,0,0,61,해외 주식,KOSEF,True,False,True
461490,7,KBSTAR 글로벌자산배분액티브,10110,5,-15,-0.15,10126.0,,1,0,61,기타,KBSTAR,False,False,False
314700,2,HANARO 농업융복합산업,11005,5,-60,-0.54,11022.0,-5.3465,1134,12,61,국내 업종/테마,HANARO,False,False,False
322410,2,HANARO 고배당,10990,5,-10,-0.09,11023.0,0.5944,195,2,60,국내 업종/테마,HANARO,False,False,False
227550,2,TIGER 200 산업재,6715,2,50,0.75,6731.0,5.7097,236,1,60,국내 업종/테마,TIGER,False,False,False
147970,2,TIGER 모멘텀,25165,2,115,0.46,25281.0,7.603,1007,25,60,국내 업종/테마,TIGER,False,False,False
266390,2,KODEX 경기소비재,8615,5,-70,-0.81,8658.0,-5.9047,107,0,60,국내 업종/테마,KODEX,False,False,False
419650,4,ARIRANG 글로벌수소&차세대연료전지MV,6685,5,-85,-1.26,6706.0,-0.951,2574,17,60,해외 주식,ARIRANG,False,False,False
