종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
333970,2,ARIRANG KS밸류가중TR,15005,5,-30,-0.2,15043.0,3.0853,105,1,60,국내 업종/테마,ARIRANG,False,False,False
381570,2,HANARO Fn친환경에너지,9930,5,-95,-0.95,9911.0,6.8193,367,3,60,국내 업종/테마,HANARO,False,False,False
277640,2,TIGER 코스피대형주,13220,5,-55,-0.41,13242.0,7.3421,3,0,59,국내 업종/테마,TIGER,False,False,False
251590,2,ARIRANG 고배당저변동50,10790,2,135,1.27,10823.0,-0.4671,126,1,59,국내 업종/테마,ARIRANG,False,False,False
391670,1,HK 베스트일레븐액티브,8465,5,-20,-0.24,8486.0,12.7574,12,0,59,국내 시장지수,HK,False,False,False
105010,4,TIGER 라틴35,4230,5,-60,-1.4,4235.0,12.1861,1112,4,59,해외 주식,TIGER,False,False,False
226380,2,ACE Fn성장소비주도주,5915,2,10,0.17,5934.0,-5.8214,21,0,59,국내 업종/테마,ACE,False,False,False
437550,7,히어로즈 글로벌리츠이지스액티브,9055,3,0,0.0,9142.0,0.0552,0,0,59,기타,히어로즈,False,False,False
429990,7,SOL 한국형글로벌플랫폼&메타버스액티브,11275,5,-90,-0.79,11414.0,12.2469,392,4,59,기타,SOL,False,False,False
281990,2,KBSTAR 중소형고배당,11705,2,45,0.39,11712.0,8.921,322,3,59,국내 업종/테마,KBSTAR,False,False,False
447430,2,ACE 주주환원가치주액티브,10455,5,-35,-0.33,10465.0,2.8935,23,0,58,국내 업종/테마,ACE,False,False,False
436180,2,ARIRANG K-유니콘투자기업액티브,9565,2,10,0.1,9606.0,-2.0503,105,1,57,국내 업종/테마,ARIRANG,False,False,False
244670,2,KODEX 밸류Plus,8145,5,-40,-0.49,8229.0,-0.4258,2,0,57,국내 업종/테마,KODEX,False,False,False
278620,6,ARIRANG 단기채권액티브,109240,2,10,0.01,109241.0,0.5338,624,68,57,채권,ARIRANG,False,False,False
407160,2,MASTER 테크미디어텔레콤액티브,8730,5,-70,-0.8,8727.0,9.5208,144,1,57,국내 업종/테마,MASTER,False,False,False
295020,6,KBSTAR 국채선물10년인버스,55460,2,340,0.62,55492.0,3.6772,1,0,57,채권,KBSTAR,True,False,False
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),10865,3,0,0.0,11032.0,-6.1745,0,0,56,해외 주식,ARIRANG,True,False,True
419170,4,HANARO 미국메타버스iSelect,11250,2,45,0.4,11392.0,20.5486,46,0,56,해외 주식,HANARO,False,False,False
285000,2,KBSTAR 200IT,14690,5,-50,-0.34,14731.0,9.9179,3,0,56,국내 업종/테마,KBSTAR,False,False,False
299070,6,ACE 국채선물10년인버스,111650,3,0,0.0,112291.0,4.0492,0,0,56,채권,ACE,True,False,False
433980,7,KODEX TDF2040액티브,11150,5,-35,-0.31,11154.0,2.0063,480,5,56,기타,KODEX,False,False,False
261140,2,TIGER 우선주,11595,5,-20,-0.17,11621.0,-1.191,562,6,56,국내 업종/테마,TIGER,False,False,False
285010,2,KBSTAR 200중공업,12615,2,50,0.4,12624.0,26.0913,8686,109,56,국내 업종/테마,KBSTAR,False,False,False
333940,2,ARIRANG KS로우볼가중TR,12190,5,-5,-0.04,12221.0,1.7946,105,1,55,국내 업종/테마,ARIRANG,False,False,False
205720,4,ACE 일본TOPIX인버스(합성 H),3225,2,35,1.1,3234.0,-13.0791,5957,19,55,해외 주식,ACE,True,False,True
256450,4,ARIRANG 심천차이넥스트(합성),9125,3,0,0.0,9241.0,-11.3648,0,0,55,해외 주식,ARIRANG,False,False,False
440910,4,WOORI 미국S&P우주항공&디펜스,10935,2,60,0.55,10975.0,5.0217,214,2,55,해외 주식,WOORI,False,False,False
444490,4,WOORI 미국S&P500,10875,5,-70,-0.64,11015.0,7.1988,1403,15,54,해외 주식,WOORI,False,False,False
442570,7,KBSTAR TDF2050액티브,10770,5,-60,-0.55,10843.0,3.5868,1319,14,54,기타,KBSTAR,False,False,False
139290,2,TIGER 200 경기소비재,14945,5,-255,-1.68,14946.0,0.1317,805,12,54,국내 업종/테마,TIGER,False,False,False
442560,7,KBSTAR TDF2040액티브,10760,2,30,0.28,10784.0,2.7777,725,7,54,기타,KBSTAR,False,False,False
299080,6,ACE 국채선물3년인버스,107560,3,0,0.0,107697.0,2.0977,0,0,54,채권,ACE,True,False,False
261920,4,ACE 필리핀MSCI(합성),13395,2,105,0.79,13313.0,-2.8154,40,0,54,해외 주식,ACE,False,False,False
238670,7,ARIRANG 스마트베타Quality채권혼합,10685,5,-10,-0.09,10706.0,0.5641,103,1,53,기타,ARIRANG,False,False,False
315270,2,TIGER 200커뮤니케이션서비스,17775,5,-260,-1.44,17740.0,-1.6524,192,3,53,국내 업종/테마,TIGER,False,False,False
442550,7,KBSTAR TDF2030액티브,10640,2,40,0.38,10654.0,1.8251,641,6,53,기타,KBSTAR,False,False,False
252650,1,KODEX 200동일가중,10605,3,0,0.0,10642.0,2.9611,4,0,53,국내 시장지수,KODEX,False,False,False
394340,4,KOSEF 릭소글로벌디지털경제MSCI,8730,2,10,0.11,8777.0,10.9414,99,0,52,해외 주식,KOSEF,False,False,False
174350,2,TIGER 로우볼,10460,5,-60,-0.57,10501.0,-2.5385,174,1,52,국내 업종/테마,TIGER,False,False,False
284990,2,KBSTAR 200에너지화학,10890,2,5,0.05,10890.0,2.7856,639,6,52,국내 업종/테마,KBSTAR,False,False,False
140580,2,KBSTAR 우량업종,10360,5,-70,-0.67,10420.0,3.6264,3,0,52,국내 업종/테마,KBSTAR,False,False,False
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),10250,2,40,0.39,10270.0,-2.4833,162,1,51,기타,KBSTAR,False,False,False
295000,6,KBSTAR 국채선물10년,50000,5,-265,-0.53,49995.0,-2.4833,7,0,51,채권,KBSTAR,False,False,False
334690,5,KBSTAR 팔라듐선물(H),6775,5,-100,-1.45,6760.0,-16.0562,1695,11,51,원자재,KBSTAR,False,False,True
157500,2,TIGER 증권,3890,5,-35,-0.89,3907.0,5.087,41314,160,51,국내 업종/테마,TIGER,False,False,False
275300,2,KODEX MSCI퀄리티,8415,2,15,0.18,8386.0,4.7381,5,0,50,국내 업종/테마,KODEX,False,False,False
371870,4,ACE 차이나항셍테크,6275,5,-25,-0.4,6318.0,11.3074,793,4,50,해외 주식,ACE,False,False,False
432850,4,HANARO 글로벌백신치료제MSCI,10040,3,0,0.0,10003.0,-6.7868,0,0,50,해외 주식,HANARO,False,False,False
215620,2,HK S&P코리아로우볼,11135,5,-85,-0.76,11232.0,-2.3074,2,0,50,국내 업종/테마,HK,False,False,False
333980,2,ARIRANG KS퀄리티가중TR,14310,5,-35,-0.24,14348.0,6.8528,105,1,50,국내 업종/테마,ARIRANG,False,False,False
291890,4,KODEX MSCI EM선물(H),8340,2,75,0.91,8200.0,7.1289,23,0,50,해외 주식,KODEX,False,False,True
428510,4,KODEX 차이나메타버스액티브,10005,3,0,0.0,10132.0,6.4361,2,0,50,해외 주식,KODEX,False,False,False
368200,2,KBSTAR Fn K-뉴딜디지털플러스,9975,5,-125,-1.24,9969.0,7.8483,25,0,50,국내 업종/테마,KBSTAR,False,False,False
397420,6,KBSTAR 국채선물5년추종,47990,5,-10,-0.02,47911.0,-1.2143,1,0,49,채권,KBSTAR,False,False,False
298340,6,ARIRANG 국채선물3년,52970,3,0,0.0,52951.0,-0.5539,0,0,49,채권,ARIRANG,False,False,False
285020,2,KBSTAR 200철강소재,10110,5,-55,-0.54,10127.0,17.1757,18636,188,49,국내 업종/테마,KBSTAR,False,False,False
295820,1,ARIRANG 200동일가중,9690,2,25,0.26,9719.0,2.0591,105,1,48,국내 시장지수,ARIRANG,False,False,False
442580,4,ARIRANG 글로벌D램반도체iSelect,13685,5,-55,-0.4,13776.0,19.2708,1406,19,48,해외 주식,ARIRANG,False,False,False
243890,2,TIGER 200에너지화학레버리지,11775,5,-85,-0.72,11725.0,4.5394,1437,16,47,국내 업종/테마,TIGER,False,True,False
306530,3,HANARO 코스닥150선물레버리지,13700,5,-330,-2.35,13694.0,38.7734,104,1,47,국내 파생,HANARO,False,True,False
321410,7,KODEX 멀티에셋하이인컴(H),9270,5,-85,-0.91,9300.0,1.9063,2,0,46,기타,KODEX,False,False,True
391680,1,HK 하이볼액티브,8415,5,-75,-0.88,8430.0,8.2908,2,0,46,국내 시장지수,HK,False,False,False
307520,2,TIGER 지주회사,9245,2,255,2.84,9224.0,-2.8109,19584,178,46,국내 업종/테마,TIGER,False,False,False
292340,3,마이티 200커버드콜ATM레버리지,7655,3,0,0.0,7670.0,7.5895,0,0,46,국내 파생,마이티,False,True,False
429870,7,히어로즈 리츠이지스액티브,7065,5,-35,-0.49,7087.0,2.6456,4,0,46,기타,히어로즈,False,False,False
306520,3,HANARO 200선물인버스,10170,2,60,0.59,10165.0,-6.8203,11,0,46,국내 파생,HANARO,True,False,False
220130,4,SOL 차이나강소기업CSI500(합성 H),4790,5,-10,-0.21,4824.0,-4.0,784,3,43,해외 주식,SOL,False,False,True
275750,3,KBSTAR 코스닥150선물인버스,3590,2,30,0.84,3594.0,-17.3055,16643,59,43,국내 파생,KBSTAR,True,False,False
407300,2,HANARO Fn골프테마,6510,5,-45,-0.69,6578.0,4.5454,12,0,42,국내 업종/테마,HANARO,False,False,False
244660,2,KODEX 퀄리티Plus,8130,2,10,0.12,8137.0,-0.7942,22,0,41,국내 업종/테마,KODEX,False,False,False
291620,3,KOSEF 코스닥150선물인버스,6215,2,45,0.73,6235.0,-17.3477,1298,8,40,국내 파생,KOSEF,True,False,False
429740,7,ARIRANG K리츠Fn,7050,5,-10,-0.14,7056.0,1.3494,479,3,39,기타,ARIRANG,False,False,False
301400,1,ARIRANG 코스닥150,15425,5,-220,-1.41,15526.0,18.7025,35,0,39,국내 시장지수,ARIRANG,False,False,False
427110,2,KBSTAR Fn창업투자회사,5840,5,-5,-0.09,5904.0,-7.589,94,0,39,국내 업종/테마,KBSTAR,False,False,False
407170,2,MASTER 스마트커머스액티브,6995,5,-5,-0.07,7004.0,-5.6604,130,0,38,국내 업종/테마,MASTER,False,False,False
098560,2,TIGER 방송통신,6750,5,-65,-0.95,6765.0,-6.6183,177,1,38,국내 업종/테마,TIGER,False,False,False
301410,3,ARIRANG 코스닥150선물인버스,5375,2,60,1.13,5401.0,-17.6608,3814,20,38,국내 파생,ARIRANG,True,False,False
427120,2,KBSTAR Fn플랫폼테마,7065,5,-80,-1.12,7050.0,4.0786,7208,51,37,국내 업종/테마,KBSTAR,False,False,False
261060,2,TIGER 코스닥150IT,16285,5,-185,-1.12,16266.0,17.8533,1768,28,36,국내 업종/테마,TIGER,False,False,False
253240,3,KOSEF 200선물인버스,5685,2,30,0.53,5685.0,-6.837,297,1,36,국내 파생,KOSEF,True,False,False
415920,5,ARIRANG 글로벌희토류전략자원기업MV,7935,5,-80,-1.0,7890.0,-0.1247,254,2,36,원자재,ARIRANG,False,False,False
227560,2,TIGER 200 생활소비재,7670,2,65,0.85,7675.0,-8.7583,823,6,35,국내 업종/테마,TIGER,False,False,False
139310,5,TIGER 금속선물(H),5855,5,-95,-1.6,5863.0,-3.4091,223,1,35,원자재,TIGER,False,False,True
284980,2,KBSTAR 200금융,8100,5,-35,-0.43,8144.0,4.3617,207,1,34,국내 업종/테마,KBSTAR,False,False,False
280920,2,ARIRANG 주도업종,9395,5,-25,-0.27,9388.0,6.9846,108,1,33,국내 업종/테마,ARIRANG,False,False,False
438210,4,ARIRANG 글로벌인공지능산업MV,10925,2,30,0.28,10940.0,16.2133,2113,23,33,해외 주식,ARIRANG,False,False,False
145670,3,ACE 인버스,5435,2,30,0.56,5436.0,-6.73,4349,23,33,국내 파생,ACE,True,False,False
442320,4,KBSTAR 글로벌원자력iSelect,10850,2,45,0.42,11057.0,11.3917,633,6,33,해외 주식,KBSTAR,False,False,False
426330,4,KOSEF 미국ETF산업STOXX,10805,5,-20,-0.18,10863.0,8.7065,14,0,32,해외 주식,KOSEF,False,False,False
287310,2,KBSTAR 200경기소비재,9425,5,-135,-1.41,9402.0,0.3674,3,0,30,국내 업종/테마,KBSTAR,False,False,False
391590,4,ACE 미국스팩&IPO INDXX,5965,5,-65,-1.08,5961.0,10.2376,9,0,30,해외 주식,ACE,False,False,False
291680,4,KBSTAR 차이나H선물인버스(H),11825,2,50,0.42,11838.0,-5.1551,2217,26,30,해외 주식,KBSTAR,True,False,True
267500,6,KBSTAR 미국장기국채선물인버스2X(합성 H),9400,3,0,0.0,9621.0,9.9415,0,0,28,채권,KBSTAR,True,False,True
280940,5,KODEX 골드선물인버스(H),6970,2,40,0.58,6995.0,4.054,491,3,28,원자재,KODEX,True,False,True
334700,5,KBSTAR 팔라듐선물인버스(H),5505,2,65,1.19,5573.0,11.9341,47,0,28,원자재,KBSTAR,True,False,True
266550,2,ARIRANG 중형주저변동50,10845,2,170,1.59,10886.0,4.1463,105,1,27,국내 업종/테마,ARIRANG,False,False,False
309210,2,ARIRANG KRX300헬스케어,8310,5,-50,-0.6,8309.0,-1.0066,275,2,27,국내 업종/테마,ARIRANG,False,False,False
412560,2,TIGER KRX BBIG K-뉴딜레버리지,2955,5,-40,-1.34,2938.0,-0.1667,4787,14,27,국내 업종/테마,TIGER,False,True,False
251890,1,ACE 코스닥(합성),13265,5,-95,-0.71,13256.0,11.2869,2,0,27,국내 시장지수,ACE,False,False,False
426410,4,ARIRANG 미국대체투자Top10MV,12455,2,70,0.57,12516.0,10.4817,217,2,25,해외 주식,ARIRANG,False,False,False
433880,7,ARIRANG TDF2060액티브,11210,2,10,0.09,11210.0,3.2258,33,0,24,기타,ARIRANG,False,False,False
287300,2,KBSTAR 200건설,14455,2,80,0.56,14462.0,11.0896,81,1,23,국내 업종/테마,KBSTAR,False,False,False
433860,7,ARIRANG TDF2040액티브,10545,5,-30,-0.28,10657.0,0.4273,203,2,22,기타,ARIRANG,False,False,False
252730,2,KBSTAR 모멘텀로우볼,14125,5,-85,-0.6,14142.0,5.5328,3,0,21,국내 업종/테마,KBSTAR,False,False,False
252720,2,KBSTAR 모멘텀밸류,14105,5,-115,-0.81,14155.0,8.178,3,0,21,국내 업종/테마,KBSTAR,False,False,False
433850,7,ARIRANG TDF2030액티브,10550,5,-5,-0.05,10549.0,1.2955,338,3,21,기타,ARIRANG,False,False,False
267450,6,KBSTAR 미국장기국채선물인버스(H),10070,3,0,0.0,10189.0,5.7217,0,0,20,채권,KBSTAR,True,False,True
278420,2,ARIRANG ESG우수기업,7880,5,-5,-0.06,7902.0,-0.5048,119,0,20,국내 업종/테마,ARIRANG,False,False,False
433870,7,ARIRANG TDF2050액티브,10810,5,-35,-0.32,10922.0,2.9425,100,1,19,기타,ARIRANG,False,False,False
315480,2,KBSTAR 200커뮤니케이션서비스,11180,5,-100,-0.89,11109.0,-1.9557,105,1,13,국내 업종/테마,KBSTAR,False,False,False
287330,2,KBSTAR 200생활소비재,5795,2,65,1.13,5805.0,-9.0477,704,4,13,국내 업종/테마,KBSTAR,False,False,False
287320,2,KBSTAR 200산업재,12390,5,-60,-0.48,12575.0,5.2409,11,0,12,국내 업종/테마,KBSTAR,False,False,False
301440,2,ARIRANG 코스피중형주,10685,5,-60,-0.56,10776.0,5.4982,2,0,11,국내 업종/테마,ARIRANG,False,False,False
