종목명,현재가,전일비,등락률,매수호가,매도호가,거래량,거래대금,전일거래량,조회일자,매출액,영업이익,당기순이익,영업이익률,순이익률,EPS(원)_x,PER(배)_x,상장주식수,외국인한도주식수(A),외국인보유주식수(B),외국인소진율(B/A),동일업종 PER,동일업종 등락률,종목코드,코스피/코스닥,시가총액(억원),시가총액순위(전처리),52주최고,52주최저,52주차액,52주차액비율,현재-최고가,현재/최고가비율,투자의견,목표주가,매수매도,PER(배)_y,EPS(원)_y,PBR(배),BPS(원),배당수익률%
뉴트리 *,7100.0,100.0,-1.39%,7010.0,7060.0,10748.0,76.0,5771.0,23-08-21,5253.0,546.0,507.0,10.39,9.65,262.0,275.96,164464724,164464724,27592937,16.78%,88.07,-0.14%,091990,코스닥,109534,3,81400,53600,27800,1.5186567164179106,-74300.0,0.08722358722358722,4.0,88077.0,매수,69.45,959,5.27,12645.0,0.19
엔솔바이오사이언스,11320.0,170.0,-1.48%,11260.0,11330.0,18894.0,211005.0,3545.0,23-08-21,,,,,,,,5927320,5927320,122068,2.06%,88.07,-0.08%,223250,코스피,808,999,14980,9480,5500,1.580168776371308,-3660.0,0.7556742323097463,,,,19.68,693,1.55,8810.0,
프레스티지바이오파마,11130.0,170.0,-1.50%,11220.0,11230.0,89812.0,1001.0,93173.0,23-08-21,,,,,,,,9140444,9140444,288464,3.16%,88.07,-0.08%,179530,코스피,311,1527,5030,3130,1900,1.6070287539936101,6100.0,2.21272365805169,,,,9.66,352,1.93,1760.0,
휴럼 *,1155.0,18.0,-1.53%,1144.0,1149.0,141652.0,163.0,98179.0,23-08-21,,,,,,,,325560,325560,403,0.12%,88.07,-0.08%,000227,코스닥,33,2060,17800,9150,8650,1.9453551912568305,-16645.0,0.0648876404494382,,,,,-386,1.64,6118.0,1.09
에이프로젠,2435.0,40.0,-1.62%,2415.0,2420.0,7902734.0,18684.0,19007883.0,23-08-21,,,,,,,,23066794,23066794,1182395,5.13%,88.07,-0.08%,000250,코스피,13402,40,107300,26100,81200,4.111111111111111,-104865.0,0.022693383038210623,,,,304.19,191,6.85,8480.0,
코스맥스비티아이,10010.0,170.0,-1.67%,9930.0,9940.0,11492.0,114.0,17359.0,23-08-21,6291.0,2101.0,1580.0,33.4,25.11,1153.0,130.49,146402770,146402770,29589485,20.21%,88.07,-0.08%,068270,코스피,212577,15,196508,139500,57008,1.4086594982078853,-186498.0,0.050939401958189995,4.0,211250.0,매수,38.72,3750,4.85,29918.0,0.25
종근당바이오,22550.0,400.0,-1.74%,22650.0,22700.0,3368.0,76.0,6088.0,23-08-21,,,,,,,,22102155,22102155,640284,2.90%,88.07,-0.08%,220100,코스피,2734,307,14970,6120,8850,2.446078431372549,7580.0,1.5063460253841015,,,,,-591,3.95,3135.0,
환인제약,14710.0,270.0,-1.80%,14690.0,14700.0,355234.0,5454.0,66708.0,23-08-21,,,,,,,,51881094,51881094,0,0.00%,88.07,-0.14%,109960,코스피,946,889,2495,235,2260,10.617021276595745,12215.0,5.895791583166333,,,,5.58,327,0.3,6064.0,
에이프릴바이오 *,22350.0,450.0,-1.97%,21950.0,22050.0,214491.0,4817.0,330266.0,23-08-21,,,,,,,,12647869,12647869,235547,1.86%,88.07,-0.14%,310210,코스닥,8993,70,90000,19297,70703,4.663937399595792,-67650.0,0.24833333333333332,4.0,97715.0,매수,,-1746,33.71,2109.0,
셀트리온제약 *,71800.0,1500.0,-2.05%,71500.0,71600.0,336977.0,24397.0,1233417.0,23-08-21,,,,,,,,20061690,20061690,203906,1.02%,88.07,-0.08%,288330,코스닥,1017,817,13000,4150,8850,3.1325301204819276,58800.0,5.523076923076923,,,,,-1742,2.93,1728.0,
